priority,image_filename,title,slug,tier,cluster,primary_keyword,article_written,authored_by_project,image_exists
884,writing-for-yourself-not-reader.png,Writing for Yourself Instead of the Reader,writing-for-yourself-not-reader,Tier 2,Resume Writing,resume written for yourself,no,no,no
885,leading-with-education-wrongly.png,Leading With Education When You Shouldn't,leading-with-education-wrongly,Tier 2,Resume Writing,education first mistake,no,no,no
886,forgetting-the-summary.png,Forgetting to Update the Summary After Tailoring,forgetting-the-summary,Tier 2,Resume Writing,summary not updated tailoring,no,no,no
887,sending-the-wrong-version.png,Sending the Wrong Version,sending-the-wrong-version,Tier 2,Resume Writing,sent wrong resume version,no,no,no
888,wrong-company-name-left-in.png,Leaving Another Company's Name in the Letter,wrong-company-name-left-in,Tier 2,Resume Writing,wrong company name cover letter,no,no,no
889,broken-links-on-resume.png,Broken or Dead Links on a Resume,broken-links-on-resume,Tier 2,Resume Writing,broken link on resume,no,no,no
890,portfolio-behind-a-login.png,A Portfolio Link Behind a Login,portfolio-behind-a-login,Tier 2,Resume Writing,portfolio link requires login,no,no,no
891,applying-from-your-phone.png,Mistakes When Applying From a Phone,applying-from-your-phone,Tier 2,Resume Writing,applying from phone mistakes,no,no,no
892,application-form-mistakes.png,"Mistakes in the Application Form, Not the Resume",application-form-mistakes,Tier 2,Resume Writing,application form mistakes,no,no,no
893,should-i-put-my-photo-on-my-resume.png,Should I Put My Photo on My Resume?,should-i-put-my-photo-on-my-resume,Tier 2,Resume Sections,should i put photo on resume,no,no,no
894,should-i-apply-if-the-posting-is-two-months-old.png,Should I Apply if the Posting Is Two Months Old?,should-i-apply-if-the-posting-is-two-months-old,Tier 2,Job Search Strategy,old job posting apply,no,no,no
895,should-i-follow-up-after-applying.png,Should I Follow Up After Applying?,should-i-follow-up-after-applying,Tier 2,Job Search Strategy,should i follow up after applying,no,no,no
896,should-i-put-my-current-job-if-i-just-started.png,Should I Put My Current Job if I Just Started?,should-i-put-my-current-job-if-i-just-started,Tier 2,Resume Sections,new job on resume already applying,no,no,no
897,should-i-list-a-job-i-was-only-at-for-a-month.png,Should I List a Job I Was Only At for a Month?,should-i-list-a-job-i-was-only-at-for-a-month,Tier 2,Resume Sections,one month job on resume,no,no,no
898,should-i-explain-why-i-left-each-job.png,Should I Explain Why I Left Each Job?,should-i-explain-why-i-left-each-job,Tier 2,Resume Sections,reason for leaving on resume,no,no,no
899,should-i-put-my-degree-if-i-never-finished.png,Should I Put My Degree if I Never Finished?,should-i-put-my-degree-if-i-never-finished,Tier 2,Resume Sections,unfinished degree list or not,no,no,no
900,should-i-round-up-my-years-of-experience.png,Should I Round Up My Years of Experience?,should-i-round-up-my-years-of-experience,Tier 2,ATS Optimization,round up years experience,no,no,no
901,should-i-apply-to-multiple-roles-at-one-company.png,Should I Apply to Multiple Roles at One Company?,should-i-apply-to-multiple-roles-at-one-company,Tier 2,Job Search Strategy,apply multiple roles same company,no,no,no
902,who-should-i-ask-to-be-a-reference.png,Who Should I Ask to Be a Reference?,who-should-i-ask-to-be-a-reference,Tier 2,Resume Sections,who to ask for a reference,no,no,no
903,should-i-list-my-certifications-before-education.png,Should I List My Certifications Before Education?,should-i-list-my-certifications-before-education,Tier 2,Resume Sections,certifications before education,no,no,no
904,should-i-bold-keywords-in-my-resume.png,Should I Bold Keywords in My Resume?,should-i-bold-keywords-in-my-resume,Tier 2,ATS Optimization,bold keywords resume,no,no,no
905,should-i-use-colour-on-an-ats-resume.png,Should I Use Colour on an ATS Resume?,should-i-use-colour-on-an-ats-resume,Tier 2,ATS Optimization,colour on ats resume,no,no,no
906,do-recruiters-check-your-linkedin-before-calling.png,Do Recruiters Check Your LinkedIn Before Calling?,do-recruiters-check-your-linkedin-before-calling,Tier 2,LinkedIn & Personal Branding,recruiters check linkedin,no,no,no
907,do-small-companies-use-an-ats.png,Do Small Companies Use an ATS?,do-small-companies-use-an-ats,Tier 2,ATS Optimization,small companies ats,no,no,no
908,does-a-longer-resume-rank-higher.png,Does a Longer Resume Rank Higher?,does-a-longer-resume-rank-higher,Tier 2,ATS Optimization,longer resume better ats,no,no,no
909,how-long-should-i-wait-before-following-up.png,How Long Should I Wait Before Following Up?,how-long-should-i-wait-before-following-up,Tier 2,Job Search Strategy,how long wait follow up,no,no,no
910,what-makes-a-resume-look-cheap.png,What Makes a Resume Look Cheap?,what-makes-a-resume-look-cheap,Tier 2,Resume Writing,resume looks unprofessional,no,no,no
911,what-if-my-whole-industry-is-shrinking.png,What if My Whole Industry Is Shrinking?,what-if-my-whole-industry-is-shrinking,Tier 2,Career Change,industry declining career change,no,no,no
912,what-if-my-best-work-was-unpaid.png,What if My Best Work Was Unpaid?,what-if-my-best-work-was-unpaid,Tier 2,Resume Sections,unpaid work on resume,no,no,no
913,what-if-i-was-the-only-person-in-my-role.png,What if I Was the Only Person in My Role?,what-if-i-was-the-only-person-in-my-role,Tier 2,Resume Bullets & Achievements,only person in role resume,no,no,no
914,what-if-my-manager-took-credit-for-my-work.png,What if My Manager Took Credit for My Work?,what-if-my-manager-took-credit-for-my-work,Tier 2,Resume Bullets & Achievements,manager took credit resume,no,no,no
915,when-is-a-resume-too-tailored.png,When Is a Resume Too Tailored?,when-is-a-resume-too-tailored,Tier 2,Resume Tailoring,resume too tailored,no,no,no
916,why-does-my-resume-look-different-to-the-recruiter.png,Why Does My Resume Look Different to the Recruiter?,why-does-my-resume-look-different-to-the-recruiter,Tier 2,ATS Optimization,resume looks different recruiter,no,no,no
917,bullet-symbols-that-break-parsing.png,"Bullet Characters, Dashes and Symbols That Confuse Parsers",bullet-symbols-that-break-parsing,Tier 3,ATS Optimization,resume bullet symbols ats,no,no,no
918,formatting-ats-doesnt-care-about.png,"Resume Margins, Spacing and Length the Parser Doesn't Care About",formatting-ats-doesnt-care-about,Tier 3,ATS Optimization,resume margins ats myth,no,no,no
919,resume-file-naming-recruiter-view.png,Naming Your Resume File: What the Recruiter Sees in Their Inbox,resume-file-naming-recruiter-view,Tier 3,ATS Optimization,resume file name ats,no,no,no
920,how-long-ats-keeps-resume.png,"How Long an ATS Keeps Your Resume, and What a Talent Pool Means",how-long-ats-keeps-resume,Tier 3,ATS Optimization,how long does ats keep resume,no,no,no
921,oracle-recruiting-cloud-resume.png,Oracle Recruiting Cloud: Formatting That Survives the Import,oracle-recruiting-cloud-resume,Tier 3,ATS Optimization,oracle recruiting cloud resume,no,no,no
922,bamboohr-smb-ats-resume.png,BambooHR and Small-Company ATS: What Changes,bamboohr-smb-ats-resume,Tier 3,ATS Optimization,bamboohr resume tips,no,no,no
923,smaller-ats-formatting-notes.png,"SmartRecruiters, Jobvite and Breezy: Quick Formatting Notes",smaller-ats-formatting-notes,Tier 3,ATS Optimization,smartrecruiters resume format,no,no,no
924,same-job-different-wording.jpg,The Same Job Posted Twice With Different Wording — Which to Match,same-job-different-wording,Tier 3,Resume Tailoring,same job different wording,yes,yes,no
925,jd-with-two-roles-combined.png,When the JD Lists Two Jobs in One Posting,jd-with-two-roles-combined,Tier 3,Resume Tailoring,job description two roles combined,no,no,no
926,what-a-reposted-job-means.png,Reading Between the Lines of a Reposted Job,what-a-reposted-job-means,Tier 3,Resume Tailoring,job reposted what it means,no,no,no
927,tailoring-for-hybrid-rto.png,Tailoring for a Hybrid Return-to-Office Role,tailoring-for-hybrid-rto,Tier 3,Resume Tailoring,hybrid role resume,no,no,no
928,expired-certifications.png,"Expired Certifications: Keep, Cut or Requalify",expired-certifications,Tier 3,Resume Sections,expired certification resume,no,no,no
929,acquired-or-renamed-company.png,Company Acquired or Renamed: Which Name Goes on the Resume,acquired-or-renamed-company,Tier 3,Resume Sections,company acquired resume,no,no,no
930,contract-ended-early.png,A Contract That Ended Early,contract-ended-early,Tier 3,Career Gaps & Setbacks,contract ended early resume,no,no,no
931,employer-that-went-under.png,A Company That Went Under,employer-that-went-under,Tier 3,Career Gaps & Setbacks,company closed resume,no,no,no
932,resume-after-incarceration.png,Returning to Work After Prison,resume-after-incarceration,Tier 3,Career Gaps & Setbacks,resume after incarceration,no,no,no
933,modelling-test-round.png,The Modelling Test Round,modelling-test-round,Tier 3,Interview Preparation,financial modelling test interview,no,no,no
934,posting-while-job-hunting.png,Posting on LinkedIn When You're Job Hunting,posting-while-job-hunting,Tier 3,LinkedIn & Personal Branding,linkedin posting job search,no,no,no
935,keeping-a-portfolio-current.png,Keeping a Portfolio Current Without Rebuilding It,keeping-a-portfolio-current,Tier 3,Portfolio,update portfolio regularly,no,no,no
936,two-applications-one-month.png,Applying to a Company Twice in One Month,two-applications-one-month,Tier 3,Job Search Strategy,multiple applications one company,no,no,no
937,reapplying-after-six-months.png,Reapplying After Six Months,reapplying-after-six-months,Tier 3,Job Search Strategy,reapply after six months,no,no,no
938,study-abroad-on-resume.png,Study Abroad and Exchange Terms,study-abroad-on-resume,Tier 3,Resume Sections,study abroad on resume,no,no,no
939,board-level-resume.png,A Board or Advisory Resume,board-level-resume,Tier 3,Resume Writing,board resume,no,no,no
940,fractional-career-resume.png,A Resume for a Fractional or Portfolio Career,fractional-career-resume,Tier 3,Resume Writing,fractional executive resume,no,no,no
941,applying-with-a-record.png,Applying With a Criminal Record,applying-with-a-record,Tier 3,Resume Tailoring,criminal record job application,no,no,no
942,name-fields-and-parsing.png,"Your Name, Their Applicant Tracking System",name-fields-and-parsing,Tier 3,ATS Optimization,unusual name ats,no,no,no
943,four-day-week-applications.png,A Resume for a Four-Day-Week Employer,four-day-week-applications,Tier 3,Resume Tailoring,four day week job application,no,no,no
944,applying-after-their-layoffs.png,Applying to a Company That Just Had Layoffs,applying-after-their-layoffs,Tier 3,Job Search Strategy,apply after company layoffs,no,no,no
945,non-competes-and-your-resume.png,Non-Competes and What You Can Put on a Resume,non-competes-and-your-resume,Tier 3,Resume Sections,non compete resume,no,no,no
946,signing-and-dating-a-resume.png,Signing and Dating a Resume: Where It's Still Expected,signing-and-dating-a-resume,Tier 3,International Resumes,sign resume country,no,no,no
947,paper-size-and-pdf-settings.png,"Paper Sizes, Margins and PDF Settings for Overseas Applications",paper-size-and-pdf-settings,Tier 3,International Resumes,a4 vs letter resume,no,no,no
948,currency-and-units-in-bullets.png,Currency and Units in Achievements for a Foreign Reader,currency-and-units-in-bullets,Tier 3,International Resumes,currency on resume,no,no,no
949,nordic-cv-and-personal-letter.png,Nordic Applications: Short CVs and Personal Letters,nordic-cv-and-personal-letter,Tier 3,International Resumes,nordic cv personal letter,no,no,no
950,italian-cv-privacy-line.png,Italian CV and the Privacy Consent Line,italian-cv-privacy-line,Tier 3,International Resumes,italian cv privacy consent,no,no,no
951,swiss-cv-and-references.png,Swiss Applications: Precision and the Reference Letter,swiss-cv-and-references,Tier 3,International Resumes,swiss cv references,no,no,no
952,korean-standard-application-form.png,Korean Resumes and the Standard Application Form,korean-standard-application-form,Tier 3,International Resumes,korean resume form,no,no,no
953,uk-irish-referees.png,Irish and UK Referee Expectations,uk-irish-referees,Tier 3,International Resumes,uk cv references,no,no,no
954,duplicate-profiles-in-ats.png,Duplicate Profiles in One ATS,duplicate-profiles-in-ats,Tier 3,ATS Optimization,duplicate ats profile,no,no,no
955,withdraw-and-reapply.png,Withdrawing and Reapplying With a Better Resume,withdraw-and-reapply,Tier 3,ATS Optimization,withdraw application reapply,no,no,no
956,tailoring-for-an-unusual-role.png,Tailoring for a Role With No Clear Career Path,tailoring-for-an-unusual-role,Tier 3,Resume Tailoring,unusual role resume,no,no,no
957,tailoring-when-unsure.png,Tailoring for a Job You're Not Sure You Want,tailoring-when-unsure,Tier 3,Resume Tailoring,unsure about the role,no,no,no
958,retailoring-for-same-company.png,How Often to Re-Tailor for the Same Company,retailoring-for-same-company,Tier 3,Resume Tailoring,retailor for same company,no,no,no
959,tailoring-a-resume-you-didnt-write.jpg,Tailoring a Resume You Didn't Write,tailoring-a-resume-you-didnt-write,Tier 3,Resume Tailoring,inherited resume rewrite,yes,yes,no
960,cancelled-project-bullets.png,Bullets for a Project That Was Cancelled,cancelled-project-bullets,Tier 3,Resume Bullets & Achievements,cancelled project resume,no,no,no
961,two-addresses-on-resume.png,Two Addresses: Applying While Between Cities,two-addresses-on-resume,Tier 3,Resume Sections,two addresses on resume,no,no,no
962,international-phone-formats.png,Phone Numbers and International Formats,international-phone-formats,Tier 3,Resume Sections,international phone number resume,no,no,no
963,professional-email-address.png,A Professional Email Address That Isn't Your Name,professional-email-address,Tier 3,Resume Sections,professional email resume,no,no,no
964,pronouns-on-a-resume.png,Pronouns on a Resume,pronouns-on-a-resume,Tier 3,Resume Sections,pronouns on resume,no,no,no
965,qr-code-on-printed-resume.png,A QR Code on a Printed Resume,qr-code-on-printed-resume,Tier 3,Resume Sections,qr code resume,no,no,no
966,speaking-engagements-on-resume.png,Speaking Engagements and Conference Talks,speaking-engagements-on-resume,Tier 3,Resume Sections,conference talks resume,no,no,no
967,memberships-and-associations.png,Professional Memberships and Associations,memberships-and-associations,Tier 3,Resume Sections,professional membership resume,no,no,no
968,tools-versus-methodologies.png,Tools vs Methodologies in a Skills List,tools-versus-methodologies,Tier 3,Resume Sections,tools vs methodologies resume,no,no,no
969,printing-for-an-interview.png,Printing a Resume for an In-Person Interview,printing-for-an-interview,Tier 3,Resume Writing,print resume for interview,no,no,no
970,locked-pdf-problems.png,Password-Protected and Locked PDFs,locked-pdf-problems,Tier 3,Resume Writing,locked pdf resume,no,no,no
971,fonts-that-dont-embed.png,Fonts That Don't Embed and What Breaks,fonts-that-dont-embed,Tier 3,Resume Writing,font embedding pdf resume,no,no,no
972,file-size-limits-on-portals.png,File Size Limits on Application Portals,file-size-limits-on-portals,Tier 3,Resume Writing,resume file size limit,no,no,no
973,fiscal-year-end-applications.png,Applying Around a Fiscal Year End,fiscal-year-end-applications,Tier 3,Job Search Strategy,fiscal year end hiring,no,no,no
974,summer-hiring-slowdown.png,Summer Hiring Slowdowns: Real or Myth,summer-hiring-slowdown,Tier 3,Job Search Strategy,summer hiring slow,no,no,no
975,filename-mistakes.png,Filename Mistakes That Reach the Recruiter,filename-mistakes,Tier 3,Resume Writing,resume filename mistake,no,no,no
976,should-i-include-salary-history.png,Should I Include Salary History?,should-i-include-salary-history,Tier 3,Resume Sections,salary history on resume,no,no,no
977,should-i-add-a-skills-bar-chart.png,Should I Add a Skills Bar Chart?,should-i-add-a-skills-bar-chart,Tier 3,Resume Sections,skills chart resume,no,no,no
978,should-i-write-in-third-person.png,Should I Write in Third Person?,should-i-write-in-third-person,Tier 3,Resume Writing,third person resume,no,no,no
979,should-i-put-available-immediately.png,Should I Put 'Available Immediately'?,should-i-put-available-immediately,Tier 3,Resume Sections,available immediately resume,no,no,no
980,should-i-include-failed-certifications-in-progress.png,Should I Include Failed Certifications in Progress?,should-i-include-failed-certifications-in-progress,Tier 3,Resume Sections,in progress certification list,no,no,no
981,should-i-tell-my-current-employer-im-looking.png,Should I Tell My Current Employer I'm Looking?,should-i-tell-my-current-employer-im-looking,Tier 3,Job Search Strategy,tell employer job searching,no,no,no
982,should-i-include-volunteer-work-if-its-unrelated.png,Should I Include Volunteer Work if It's Unrelated?,should-i-include-volunteer-work-if-its-unrelated,Tier 3,Resume Sections,unrelated volunteer work resume,no,no,no
983,does-applying-on-weekends-matter.png,Does Applying on Weekends Matter?,does-applying-on-weekends-matter,Tier 3,Job Search Strategy,apply on weekend,no,no,no
984,how-recent-do-certifications-need-to-be.png,How Recent Do Certifications Need to Be?,how-recent-do-certifications-need-to-be,Tier 3,Resume Sections,how recent certifications,no,no,no
985,ai-native-role-resumes.png,Resumes for AI-Native Roles That Didn't Exist in 2024,ai-native-role-resumes,Tier 4,AI & Careers,ai native role resume,no,no,no
986,ai-fluency-without-engineering.png,Showing AI Fluency Without Claiming to Be an Engineer,ai-fluency-without-engineering,Tier 4,AI & Careers,ai fluency on resume,no,no,no
987,when-the-interviewer-is-ai.png,When the Interviewer Is an AI Agent,when-the-interviewer-is-ai,Tier 4,AI & Careers,ai agent interviewer,no,no,no
988,skills-based-hiring-changes.png,Skills-Based Hiring: What Changes on the Resume,skills-based-hiring-changes,Tier 4,AI & Careers,skills based hiring resume,no,no,no
989,degree-optional-screening.png,Degree-Optional Postings and How They're Screened,degree-optional-screening,Tier 4,AI & Careers,degree optional job screening,no,no,no
990,work-samples-replacing-resumes.png,Work Samples Replacing Resumes in Some Sectors,work-samples-replacing-resumes,Tier 4,AI & Careers,work sample instead of resume,no,no,no
991,verified-credentials-and-badges.png,Verified Credentials and Digital Badges,verified-credentials-and-badges,Tier 4,AI & Careers,digital badges resume,no,no,no
992,portfolio-first-applications.png,Portfolio-First Applications Without a Resume,portfolio-first-applications,Tier 4,AI & Careers,apply with portfolio only,no,no,no
993,async-first-written-tests.png,Async-First Companies and Written Application Tests,async-first-written-tests,Tier 4,AI & Careers,async hiring written test,no,no,no
994,four-day-week-screening.png,Four-Day-Week Employers and What They Screen For,four-day-week-screening,Tier 4,AI & Careers,four day week hiring,no,no,no
995,returnships-becoming-standard.png,Returnships Becoming Standard Practice,returnships-becoming-standard,Tier 4,AI & Careers,returnship programmes,no,no,no
996,internal-talent-marketplaces.png,Internal Talent Marketplaces and Your Internal Profile,internal-talent-marketplaces,Tier 4,AI & Careers,internal talent marketplace,no,no,no
997,contract-to-hire-implications.png,Contract-to-Hire on the Rise: Resume Implications,contract-to-hire-implications,Tier 4,AI & Careers,contract to hire resume,no,no,no
998,micro-credentials-checked.png,Micro-Credentials That Employers Actually Check,micro-credentials-checked,Tier 4,AI & Careers,micro credentials employers,no,no,no
999,blind-application-formats.png,Anonymous and Blind Applications,blind-application-formats,Tier 4,AI & Careers,blind recruitment resume,no,no,no
1000,video-introductions-attached.png,Video Introductions Attached to Applications,video-introductions-attached,Tier 4,AI & Careers,video intro application,no,no,no
